No,Level,Word,Pronunciation,Meaning,Example,NaverPron,PDFPage
3425,B2,senior,pronunciation: | IPA/ˈsinjɚ/ | USA,"[형](relating to old people)노인의, 노령의 | [형]US (high school: in or of final year) (미, 고등학교)졸업반 | 의 | [형]US (university: in or of final year) (미, 대학)졸업반의 | [형](skin: delicate) (감각)민감한, 섬세한, 예민한 | [형]([sb]: easily upset) (사람의 성격이 예민한)신경질적인 | [형](responsive to agents)예민한, 민감한","premises. | Taking care of the senior members of our society is becoming | a challenge as populations age. | The senior students are revising for exams. | The senior students are starting to look at what jobs might be | available after graduation. | My neck is sensitive and gets irritated easily. | Don't be too mean to her. She is sensitive. | A life-long asthmatic, he is sensitive to smoke. | The sensitive instruments record small changes in",네이버발음,286
3426,B2,sensitive,pronunciation: | IPA/ˈsɛnsɪtɪv/ | USA,"[형]sensitive (to [sth]) (instrument: detects small changes) (기 | 계, 기기)감도가 좋은, 예민한 | [형]figurative (subject: delicate) (주제)민감한 | [형]figurative (information: classified) (정보)민감한 | [명](order)순서 | [명](series of [sth])시퀀스 | [명](movie: successive shots) (영화)시퀀스 | [명](music: phrase) (음악)시퀀스 | [명](biology: structure) (생물학)구조","temperature. | Her divorce is still a sensitive subject, so please be careful | what you say. | This is sensitive information, so be careful whom you tell. | The accident happened so fast that, afterwards, Jane had | trouble remembering the exact sequence of events. | The dance instructor showed his class a sequence of steps. | There is a very exciting sequence in the middle of the film.",네이버발음,286
3427,B2,sequence,pronunciation: | IPA/ˈsikwəns/ | USA,"[동(타)]sequence [sth] (put in order)~을 배열하다 | [동(타)]sequence [sth] (music: use a sequencer) (음악: 시퀀 | 스, 반복 진행)~에 시퀀스를 넣다 | [동(타)]sequence [sth] (biology: determine structure) (생물 | 학)~의 배열 구조를 밝히다 | [명](legislature) (의회)회기 | MPs are arriving in Westminster for the new session of",Holly's piano teacher asked her to play the sequence again. | Scientists study genetic sequences to understand more about | hereditary diseases. | Please sequence these journals in date order. | Researchers spent 13 years sequencing the human genome.,네이버발음,286
3428,B2,session,pronunciation: | IPA/ˈsɛʃən/,,Parliament.,네이버발음,286
3429,B2,settle,pronunciation: | IPA/ˈsɛtəl/ | USA,"[동(자)](come to rest)내려앉다 | [동(타)]settle [sth] (arrange)~을 정리하다, ~을 처리하다 | [동(타)]settle [sth]: often passive (decide)~을 정하다, ~을 결 | 정하다 | [동(자)]settle on [sth] (date: fix) (날짜)~을 정하다, ~을 잡다","The dust settled on the cars after the winds blew it in. | After his death, his son settled his affairs. | Tomorrow at 2pm. That's settled then! | We settled on March 27 for the wedding date.",네이버발음,287
3430,B2,settler,pronunciation: | IPA/ˈsetlər/ | USA,"[명](migrant)정착민 | The original settlers in the area were mainly Scandinavians. | [형](very bad, intense)지독한 | [형](serious, stern)엄한; 심각한, 진지한","Josh was suffering from severe flu and had to go home. | Ellen's severe manner can make people rather nervous. | When Sean got home at two in the morning, he found his",네이버발음,287
3431,B2,severe,pronunciation: | IPA/səˈvɪr/ | USA,"[형](expression: serious)심각한, 진지한 | [형](harsh)혹독한, 매서운 | [부](extremely, seriously)매우, 몹시","mother waiting for him with a severe look on her face. | The UK has been experiencing severe weather this month, | with strong winds and heavy rain. | The failure rate is severely high. | The review severely criticized the actors' performance.",네이버발음,287
3432,B2,severely,pronunciation: | IPA/sɪˈvɪrli/ | USA,"[부](harshly)심하게 | [부](sternly)엄격하게, 준엄하게",Mandy's father reprimanded her severely when she came | home drunk.,네이버발음,287
3433,B2,sexy,pronunciation: | IPA/ˈsɛksi/ | USA,"[형](person: attractive)매력적인, 섹시한 | Karen is a sexy woman. | [명]the shade: uncountable (area not in sunlight)그늘, 응달 | [명]uncountable (with no article: darkness)그늘, 그늘진 곳, 어 | 두운 곳 | [명]US (parasol, awning to block sun)차양, 커튼, 블라인드 | [명](color: tone, tint)색조, 톤","Emma didn't want to get sunburn, so she sat in the shade. | Half of the playing field was in bright sunlight, the other half | was in shade. | Ned adjusted the shade to keep the sun off his laptop screen. | I really like this shade of blue.",네이버발음,287
3434,B2,shade,pronunciation: | IPA/ʃeɪd/ | USA,"[명](lampshade: cover for a light)전등갓 | [동(타)]shade [sb/sth] (protect from sun)~을 그늘지게 하다 | [동(타)]shade [sb/sth] from [sth] (protect from sun) (빛으로부 | 터)~을 ~으로부터 가리다, ~을 덮어 ~으로부터 보호하다 | [동(타)]shade [sth] (art: apply tonal values to)~에 음영을 넣다 | [동(타)]shade [sth] (colour, tint)~에 음영을 넣다 | [명](dark shape cast by sun, etc.)그림자 | [명]literary (ghost) (문학적 표현)유령",Tina bought a pretty table lamp with a floral shade. | The trees shaded the garden. | The parasol shaded the patio from the sun. | Melanie shaded her drawing of a horse. | Ben shaded his picture in tones of red and green. | Her shadow lengthened as the afternoon drew on. | A shadow haunts the graveyard.,네이버발음,287
3435,B2,shadow,pronunciation: | IPA/ˈʃædoʊ/ | USA,"[명]figurative (vestige) (비유적)흔적 | [명(복)]shadows (unlit area)어둠 속 | [형]UK (politics: in opposition) (영)제1야당의 | [형](water, etc.: not deep) (깊지 않은)얕은 | [형]figurative (superficial)천박한, 경박한",He is just a shadow of his old self. | He hid in the shadows. | The shadow trade minister denounced the new ruling. | The water is shallow here. | She's a shallow person who cares only about how much,네이버발음,287
3436,B2,shallow,pronunciation: | IPA/ˈʃæloʊ/ | USA,"[형](breathing: not deep) (숨이)얕은 | [명(복)]the shallows (water that is not deep)얕은 물 | [명](remorse) (죄책감,후회)후회스러움, 유감스러움, 회한 | [명]a shame (pity, sad) (슬픔,동정)유감 | [명](humiliation)창피","money she earns. | The dog panted in short, shallow breaths. | They found seashells in the shallows. | He felt shame for the awful things that he had said. | It's a shame you can't come with us. | He hung his head with shame.",네이버발음,287
3437,B2,shame,pronunciation: | IPA/ʃeɪm/ | USA,"[명](modesty)부끄러움, 수치 | [동(타)]shame [sb](disgrace)~에게 불명예나 망신을 안기다 | [동(타)]shame [sb] into [sth] (motivate with shame)~에게 ~을 | 하는 것에 대해 부끄럽게 하다",She exposed herself with no sense of shame. | His actions shamed the family. | The preacher shamed the congregation into action.,네이버발음,287
3438,B2,shaped,pronunciation: | IPA/ʃeɪpt/ | USA,[형](having shape of)~모양의 | The perfume bottle was star-shaped.,,네이버발음,287
3439,B2,shelter,pronunciation: | IPA/ˈʃeltər/ | USA,"[명](refuge)피할 곳, 피난처 | We need to seek a shelter before the storm arrives. | [명](emotional) (감정의)충격, 쇼크 | [명](medical condition) (의학)쇼크 | [명](of explosion) (폭발의)충격, 진동 | [명](of earthquake) (지진의)충격, 진동",The shock of her father's death really hurt her. | The patient is in shock from blood loss. | The detonation of the charge caused a shock that could be | felt miles away.,네이버발음,287
3440,B2,shock,pronunciation: | IPA/ʃɑk/ | USA,[동(타)]shock [sb] (emotional: upset) (감정의:전복시키다)~에 | 게 충격을 주다; ~을 깜짝 놀라게 하다 | [동(타)]shock [sb] (scandalize) (스캔들이나 충격적인 언행으 | 로)~을 발칵 뒤집어 놓다 | [형](unpleasantly surprised)충격받은; 깜짝 놀란 | Wendy was shocked to hear her brother was getting,"The shock could be felt over many kilometres. | The news of her father's death shocked her. | When the senator took off his trousers, he shocked the entire | legislature.",네이버발음,287
3441,B2,shocked,pronunciation: | IPA/ʃɑːkt/,,divorced.,네이버발음,287
3442,B2,shocking,pronunciation: | IPA/ˈʃɑkɪŋ/ | USA,"[형](morally offensive)충격적인 | [형]figurative (colour: intense, vivid) (색깔 등)강렬한 | [명](gun activity)사격",The PM was forced to resign amid a truly shocking scandal. | You can't miss her: she's wearing a shocking pink top. | Paul goes shooting at a rifle range every weekend.,네이버발음,288
3443,B2,shooting,pronunciation: | IPA/ˈʃuːtɪŋ/ | USA,"[명](gun crime)총격 | [명](section of land bordering water)해안, 호숫가, 물가 | Karen stood on the shore watching the people swimming in",There was a shooting in the city centre last night and police | are appealing for witnesses.,네이버발음,288
3444,B2,shore,pronunciation: | IPA/ʃɔr/ | USA,,the lake.,네이버발음,288
3445,B2,short-term,pronunciation: | IPA/ˌʃɔːrt ˈtɜːrm/ | USA,"[형](lasting a short time)단기의, 단기적인 | a short-term loan | [명](lack, not enough)불충분함, 부족 | There is a shortage of affordable housing in some large",,네이버발음,288
3446,B2,shortage,pronunciation: | IPA/ˈʃɔrtɪdʒ/ | USA,"[부](very soon)곧, 바로, 금방",cities. | I just need to make a quick phone call; I'll be with you shortly.,네이버발음,288
3447,B2,shortly,pronunciation: | IPA/ˈʃɔrtli/ | USA,"[부](curtly, rudely)예의 없게, 퉁명스럽게 | [명](firing of a gun)탄환, 포탄 | [명](gun, arrow: attempted hit) (총, 화살, 무기)발사, 사격","Jack spoke shortly to the young man who bumped into him. | His shot whistled past her ears. | Go ahead. Take a shot at the target. | Last night, I drank three shots of vodka.",네이버발음,288
3448,B2,shot,pronunciation: | IPA/ʃɑt/ | USA,"[명](alcohol: small glass) (술)한 잔, 한 모금 | [명](photograph)촬영, 사진 | [명](cinema: unit of action) (영화)숏 | [명](brother, sister)형제자매 | Natalie has three siblings: two brothers and a sister. I only",The photographer took five shots of the couple. | The last shot of the movie shows the cowboy riding his horse | into the sunset.,네이버발음,288
3449,B2,sibling,pronunciation: | IPA/ˈsɪblɪŋ/ | USA,"[명](signed name)서명, 사인",have one sibling: a brother. | Karen checked the document and saw that it really was her | husband's signature. | John set up a signature that would appear at the bottom of all,네이버발음,288
3450,B2,signature,pronunciation: | IPA/ˈsɪgnətʃɚ/ | USA | pronunciation:,"[명](email) (이메일의)서명 | [명](music: time signature) (음악)기호, 부호 | [명](importance)중요성, 중대성",his outgoing emails. | The signature tells you how many beats there are in each | bar. | This announcement has great significance for those who | want peace.,네이버발음,288
3451,B2,significance,IPA/sɪgˈnɪfɪkən | s/ | USA | pronunciation:,"[명](meaning, implications)의의, 의미; 함축성 | [형](with meaning)의미심장한, 의미있는, 시사적인",What was the significance of the dove in the final scene of | the movie? | His handshake was a significant gesture considering their,네이버발음,288
3452,B2,significant,IPA/sɪgˈnɪfɪkənt | / | USA | pronunciation:,"[형](important)중요한, 중대한 | [부](very much)대단히, 상당히",past disagreements. | The death of the rebel leader was a significant turning point. | Food prices are now significantly higher than they were | twenty years ago.,네이버발음,288
3453,B2,significantly,IPA/sɪgˈnɪfɪkənt | li/ | USA,"[부](importantly)중요하게 | [명](absence of sound)정적, 고요 | [명](person: not speaking)침묵","These figures show many things, but, significantly, they | demonstrate a link between family background and | educational achievement. | The first thing Paul noticed when he got out into the | countryside was the silence. | Harriet kept asking Ursula questions, but was met only with | silence.",네이버발음,288
3454,B2,silence,pronunciation: | IPA/ˈsaɪləns/ | USA,[동(타)]silence [sb] (make [sb] not talk) (관용구)~을 입 다물게 | 하다 | [동(타)]silence [sth] (stop sound)~을 멈추다 | [명](fabric)비단 | [명](made from silk)실크로 만든,"Robert was about to speak, but Tom silenced him with a | gesture. | Agatha silenced the music, so everyone could hear what | Oliver had to say. | Maggie loves wearing clothes made from silk.",네이버발음,288
3455,B2,silk,pronunciation: | IPA/sɪlk/ | USA,[명](spider or silk worm thread) (거미나 누에에서 나오는)명주 | 실 | [형](truthful in manner)진실한,Bill has just bought a new silk shirt. | The spider spun silk into a cocoon. | Nancy could tell from Gerald's sincere expression that he,네이버발음,288
3456,B2,sincere,pronunciation: | IPA/sɪnˈsɪr/ | USA,"[형](person)정직한; 성실한 | [형](person: having skills, abilities)숙련된, 능숙한 | [형](job: requiring abilities)숙련도를 요하는",wasn't lying. | I'm sure Katie's not lying to you; she's a very sincere person. | Walter is a skilled worker; he shouldn't have any problem | doing this.,네이버발음,288
3457,B2,skilled,pronunciation: | IPA/skɪld/ | USA,"[형]skilled in [sth], skilled at [sth], skilled at doing [sth] | (dexterous, practised)~에 능숙한, 숙련된 | [명](head bone)두개골",This is skilled work and we need somebody properly qualified | to carry it out. | My mother is skilled in the crafts of sewing and baking. | Edward hit his head when he fell and fractured his skull.,네이버발음,288
3458,B2,skull,pronunciation: | IPA/skʌl/,"[명]informal (head, mind) (비격식)생각, 마음",I don't want to do it; can't you get that through your thick | skull?,네이버발음,288
3459,B2,slave,pronunciation: | IPA/sleɪv/ | USA,"[동(자)]figurative (work very hard) (은유적)뼈 빠지게 일하다 | [동(자)](glide, move easily)매끄럽게 작동하다 | [동(자)](glide along) (부드럽게)미끄러지다 | [동(자)](slip)미끄러지다, 넘어지다 | [동(타)]slide [sth] (pass lightly)~을 넘겨주다, ~을 건네다","Janet slaved over her homework and she got an A. | Good lubrication will help the machine parts slide freely. | He slid towards me on his ice skates. | He slid on the icy sidewalk and hurt himself. | Slide the butter dish down the table to your sister, please. | The slide is really tall, and the children love to play on it.",네이버발음,289
3460,B2,slide,pronunciation: | IPA/slaɪd/ | USA,"[명](playground: slope)미끄럼틀 | [명](photography: transparency) (사진)슬라이드 | [명](for microscope specimen) (현미경)슬라이드 | [명](presentation software page, image) (PPT)슬라이드 | [형](very little)적은, 약간의, 조금의 | [형](body: thin) (신체)마른, 가냘픈","Do you want to see our holiday slides? | The scientist placed a slide with a sample under the | microscope lens. | Make sure you review the content on the slides before the | presentation. | There was a slight breeze blowing. | Bill lifted up Mary, who was slight and weighed almost | nothing.",네이버발음,289
3461,B2,slight,pronunciation: | IPA/slaɪt/ | USA,"[명](snub)모욕 | [동(타)]slight [sb] (snub)~을 얕잡아 보다, ~을 멸시하다 | [동(자)](slide: out of, from)~에서 미끄러져 떨어지다 | [동(자)](fall)미끄러져 넘어지다 | [동(자)](slide foot)미끄러지다 | [동(자)](not grip)미끄러지다","Agnes hadn't been invited to the wedding, and she | complained about the slight for years. | Peter didn't like John and slighted him at every opportunity. | The glass slipped out of Ian's hand. | I slipped on the ice and hurt myself. | Jeremy slipped on the wet ground, but didn't fall. | It had rained by the time we got back to the car and, when we | tried to drive away, the tyres just kept slipping on the mud.",네이버발음,289
3462,B2,slip,pronunciation: | IPA/slɪp/ | USA,"[명](fall)미끄러져 넘어짐 | [명](women's undergarment) (속옷)슬립 | [명]informal (mistake)실수 | [명](lapse)(집중력 등을)놓침 | [명](promotional phrase, motto)슬로건, 모토 | The slogan of the campaign is ""Yes, We Can”. For years the","Carol's slip resulted in a broken leg. | Maggie is wearing a slip under her dress. | Forgetting to pass on an important message to his boss was | the only slip Jake ever made, but it still cost him his job. | A slip in attention while driving can have tragic | consequences.",네이버발음,289
3463,B2,slogan,pronunciation: | IPA/ˈsloʊgən/ | USA,"[명](ground with an incline)비탈, 경사 | [명](incline) (대륙)사면, 경사지","cereal's slogan has been ""Breakfast of Champions”. | The ball rolled away, down the slope. | The slope of this hill is steep.",네이버발음,289
3464,B2,slope,pronunciation: | IPA/sloʊp/ | USA,"[명](skiing: piste) (스키장의)슬로프 | [동(자)](incline, go up or down)경사지다",Janet strapped on her skis and set off down the slope. | The land sloped gently away from the house.,네이버발음,289
3465,B2,so-called,pronunciation: | IPA/ˈsoʊˈkɔld/ | USA,"[형](supposedly)소위 ~라는, 한마디로 ~인 | This so called teacher has no skills at all! | [형](relating to the sun)태양의, 태양에 관한",A solar flare has caused electronic disruption on Earth.,네이버발음,289
3466,B2,solar,pronunciation: | IPA/ˈsoʊlɚ/ | USA,[형](energy: from the sun) (에너지)태양 광선을 이용한 | [형](using solar energy)태양 에너지를 이용한,"A lot of people now want solar energy in their homes. | We have a solar water heater at the beach house. | Mark needed his car for work, so he would have to pay for",네이버발음,289
3467,B2,somehow,pronunciation: | IPA/ˈsʌmˌhaʊ/ | USA,"[부](by some manner)어떻게든, 왠지 | [부](at times)때로, 이따금","the repairs somehow. Somehow, Lisa had ended up stuck in | a job she hated. | Sometimes I have eggs for breakfast, but I often just eat | cereal.",네이버발음,289
3468,B2,sometime,pronunciation: | IPA/ˈsʌmˌtaɪm/ | USA,[부](eventually)언젠가 | [부](at an unspecified time)언젠가 | [부](to a certain extent)어느 정도,"I'll fix the toilet sometime, but I don't feel like doing it today. | I'll visit you sometime! | Getting the car into the tight parking space was somewhat | tricky, but Debbie managed it in the end.",네이버발음,289
3469,B2,somewhat,pronunciation: | IPA/ˈsʌmwʌt/ | USA | pronunciation:,"[부](slightly)약간, 다소 | [형](person: worldly)세련된 | [형](intellectually complex)정교한","David found riding a bike difficult at first, but it got somewhat | easier every time he tried. | Helen spends her time with a very smart set of people; | they're all very sophisticated.",네이버발음,289
3470,B2,sophisticated,IPA/səˈfɪstɪˌkeɪt | ɪd/ | USA,"[형](machinery, technology: complex) (기계, 기술 등)복잡한, | 정밀한 | [명](immortal part of a person)영혼, 넋 | [명](emotional side of a person)마음","The essay seemed too sophisticated for an undergraduate | and the professor suspected plagiarism. | This new computer is a sophisticated piece of equipment. | When you die, your soul goes to heaven. | I love you with all my heart and soul.",네이버발음,289
3471,B2,soul,pronunciation: | IPA/soʊl/,[명]figurative (emotional energy)정신 | [명](soul music: mix of funk and blues)솔 뮤직 | [명](mixing funk and blues)솔 뮤직,She puts a lot of soul into her art. | My favourite music genre is soul. | Marvin Gaye was a famous soul singer.,네이버발음,289
3472,B2,spare,pronunciation: | IPA/spɛr/ | USA,"[명]informal (extra tyre)보조 타이어 | [동(타)]spare [sth] (use frugally)~을 절약하다, ~을 아끼다 | [동(타)]spare [sth] (afford to give)~을 주다, ~을 내어 주다 | [동(타)]spare [sb] [sth] (afford to give: [sb] [sth])~에게 ~을 주 | 다, ~에게 ~을 내어 주다 | [명](expert in area)전문가",Kim is skilled at getting spares. | Every car is required to carry a spare. | Don't spare the olive oil. It has such a nice flavour. | Can you spare a little sugar? | Could you spare me five minutes of your time? | We need a Sartre specialist to come and talk at our | conference on French existentialism.,네이버발음,290
3473,B2,specialist,pronunciation: | IPA/ˈspɛʃəlɪst/ | USA,"[명](medical expert) (의사)전문의 | [명](of or for special interests)전문의, 전문가의 | [동(자)]specialize, also UK: specialise (have a field of | expertise)전공하다, 전공을 정하다 | [동(자)]specialize in [sth], also UK: specialise in [sth] (study | [sth] as main subject)~을 전공하다","The GP wasn't sure what was causing the pain in Paul's | shoulder, so she referred him to a specialist. | Rewiring a house requires specialist knowledge. | It's ok to start university without deciding on a major, but | sooner or later you need to specialize.",네이버발음,290
3474,B2,specialize,pronunciation: | IPA/ˈspɛʃəˌlaɪz/ | USA,"[동(자)]specialize in [sth], also UK: specialise in [sth] (be an | expert)~을 전문으로 하다 | [동(자)]specialize in doing [sth], also UK: specialise in doing | [sth] (be an expert in doing [sth])~하는 것을 전문으로 하다",Tina decided she wanted to specialize in education. | As a lawyer he specialized in trademark law. | Pediatricians are doctors who specialize in treating children.,네이버발음,290
3475,B2,species,"pronunciation: | IPA/ˈspiʃiz, -siz/ | USA","[명(복)]invariable (animal, plant: variety) (생물)종 | There are 20,000 different species of bee. | [동(타)]specify [sth] (state exactly)~을 명확하게 말하다 | John specified that the article only related to the small region",,네이버발음,290
3476,B2,specify,pronunciation: | IPA/ˈspɛsəˌfaɪ/ | USA | pronunciation:,[형](incredible)굉장한; 믿을수 없는,he had visited and not the whole country. | The improvement in Alice's grades since she changed,네이버발음,290
3477,B2,spectacular,IPA/spɛkˈtæ | kjəlɚ/ | USA | pronunciation:,[명](impressive display)호화 쇼 | [명](person watching an event)구경꾼,schools is spectacular. | The performance was a star-studded spectacular. | The spectators were amazed to witness a grand slam.,네이버발음,290
3478,B2,spectator,"IPA/ˈspɛkteɪtɚ, | spɛkˈteɪ-/ | USA","[명](onlooker, observer)방관자, 목격자 | [동(타)]speculate that (with clause as object: guess)~라고 추 | 측하다, ~라고 짐작하다 | [동(자)]speculate on [sth] (consider, think about)~에 대해 깊",A small group of spectators stared at the aftermath of the car | accident. | We speculated that he hadn't received our last letter. | The government is currently speculating on the policy | changes that need to be made.,네이버발음,290
3479,B2,speculate,pronunciation: | IPA/ˈspɛkjəˌleɪt/ | USA | pronunciation:,"이 생각하다, ~에 대해 숙고하다 | [동(자)]speculate about [sth] (make guesses about)~에 관한 | 추측을 하다, ~에 관한 짐작을 하다 | [동(자)](finance: invest at risk)투기하다 | [명](conjecture)짐작, 추측, 억측",At this point in the investigation we can only speculate about | the suspect's motives. | You can't really speculate with money you don't have. | She warned us that her answer was only speculation.,네이버발음,290
3480,B2,speculation,IPA/ˌspɛkjəˈleɪʃ | ən/ | USA,[명](business: risky dealing) (비즈니스)투기 | [명](food flavouring)향신료,"Speculation is said to be driving up the cost of oil. | Dave likes making curries, so he makes sure he always has a",네이버발음,290
3481,B2,spice,pronunciation: | IPA/spaɪs/ | USA,"[동(타)]spice [sth] (add spice)향신료를 넣다 | [동(타)]spill [sth] (fall out: liquid) (액체)~을 엎지르다, ~을 흘리 | 다 | [동(타)]spill [sth/sb] (fall out: non-liquid) (비액체)~을 쏟다, ~을 | 흘리다","range of spices in his kitchen. | Karen spiced the dish with peppers and ground coriander. | Rachel knocked the glass over and spilled the milk that was | inside it. | Bill dropped his bag and spilled the contents onto the floor. | The jug fell and the milk spilled, spreading across the table in",네이버발음,290
3482,B2,spill,pronunciation: | IPA/spɪl/ | USA,"[동(자)](liquid: fall out)쏟다, 흘리다 | [동(자)](non-liquid: fall out)쏟다 | [명](instance of spilling)엎지름, 유출 | [명](thing spilled)엎지른 것, 쏟은 것 | [형](relating to the spirit)정신의, 정신적인",a large puddle. | The bag burst open and its contents spilled onto the carpet. | The spill caused a terrible mess on the carpet. | Patricia mopped up the spill with a towel. | She lives in the moment and says she has no spiritual life. | There are no institutions to serve the spiritual needs of the,네이버발음,290
3483,B2,spiritual,pronunciation: | IPA/ˈspɪrɪtʃuəl/ | USA,"[형](religious)종교적인 | [형](supernatural)영적인, 영혼의 | [명](desire to harm, bother)심술; 앙심; 악의","people. | I don't think you can blame a spiritual being for eating the | cookies. | Anna didn't need the car, she took it out of spite because she | knew you wanted it.",네이버발음,290
3484,B2,spite,pronunciation: | IPA/spaɪt/,[동(타)]spite [sb]: usually infinitive (desire to hurt [sb])~을 괴 | 롭히다,Of course you aren't a horrible person; Neil just said that to | spite you because he knows everyone likes you more than | him.,네이버발음,290
3485,B2,split,pronunciation: | IPA/splɪt/ | USA,"[명](crack)균열, 금 | [명](unfriendly separation of people) (불화로 인한)내분, 분열, | 분파 | [동(타)]spoil [sth] (plan: ruin) (계획 등)~을 망치다 | [동(타)]spoil [sb] (children: indulge) (아이를)~을 버릇없이 키 | 우다, ~을 망치다",it. | The split went down the entire windshield. | The split between John and Cory hurt the entire group of | friends. | You told Mary we were planning a party for her birthday? | You've spoiled the surprise now! | Jack's parents give him everything he wants; they spoil him.,네이버발음,291
3486,B2,spoil,pronunciation: | IPA/spɔɪl/ | USA | pronunciation:,"[동(타)]spoil [sth] (enjoyment: ruin)~을 망치다 | [동(자)](food: go bad) (음식이)상하다, 썩다 | [명(복)]spoils (loot, rewards of war)약탈품, 전리품",Neil's bad mood spoiled the day at the seaside for everyone. | The fruit had been left in the bowl too long and had spoiled. | The soldiers took their spoils home with them.,네이버발음,291
3487,B2,spokesman,IPA/ˈspəʊksmə | n/ | USA | pronunciation:,[명](male spokesperson)남자 대변인 | A government spokesman is due to comment later today. | [명](speaker for a group)대변인,Each team must designate one spokesperson.,네이버발음,291
3488,B2,spokesperson,IPA/ˈspəʊkspɜː | rsn/ | USA | pronunciation:,"[명]figurative (representative) (비유)대표자 | [명](female spokesperson)여성 대변인 | Since she's the company spokeswoman, Cindy will give a",He's suddenly become a spokesperson for the working poor.,네이버발음,291
3489,B2,spokeswoman,IPA/ˈspəʊkswʊ | mən/ | USA,"[명](patron)후원자; 후원사 | [명](advertising)광고주, 스폰서",short speech at the banquet. | This company is the sponsor of the national rugby team. | The TV channel asked a car manufacturer to be the sponsor | of its new drama series.,네이버발음,291
3490,B2,sponsor,pronunciation: | IPA/ˈspɑnsɚ/ | USA | pronunciation:,"[동(타)]sponsor [sb] (pay expenses for)~을 후원하다 | [동(타)]sponsor [sth/sb] (advertise to support)~의 광고주가 되 | 다, ~의 스폰서가 되다 | [명](patronage)후원, 발기, 보증인임","The company sponsored the gifted student during his time at | university. | A DIY store sponsors this home improvement programme on | the TV. | The company announced its sponsorship of the local football | team. | Thanks to the sponsorship of so many of my good friends,",네이버발음,291
3491,B2,sponsorship,IPA/ˈspɑː | nsərʃɪp/ | USA,"[명](giving money) (경제적)후원 | [명](money given)후원금 | [형]figurative (person, action: fair)공정한, 공평한 | [형](relating to sports)스포츠에 사용되는, 스포츠용의","I've raised £20,000 for this good cause. | After his skydive, Glenn collected his sponsorship so that he | could donate it to his chosen charity. | I don't think Jim would cheat on his golf score; he's a sporting | type who is usually very honest. | George enjoys sporting activities and being outdoors.",네이버발음,291
3492,B2,sporting,pronunciation: | IPA/ˈspɔrtɪŋ/ | USA,"[형](person: sporty) (사람)활동적인, 경쾌한 | [형]figurative (chance: reasonable, fair) (기회)합리적인, 공정 | 한 | [형](not changing)안정된 | [형](physical condition: unchanging)안정된 | [형](firm, steady)견고한, 안정적인 | [형](lasting, permanent)지속적인, 영구적인","Jack is a sporting guy who excels at baseball, hockey, and | swimming. | After all of our practicing, we have a sporting chance of | winning the game. | The weather has been stable for several days. | The doctors say Nigel is very ill, but he is stable at the | moment. | Hannah checked the chair was stable, before climbing onto it. | Despite that large crack, the wall is stable. | Josh and Chris have been in a stable relationship for three | years now.",네이버발음,291
3493,B2,stable,pronunciation: | IPA/ˈsteɪbəl/,[형](mentally sound)정신적으로 건강한 | [명](horse enclosure)마구간 | [명](racehorses belong to same owner)같은 소유자에게 속한 | 경주마 그룹 | [동(타)]stable [sth] (horse: put in stable)~을 마구간에 넣다,"The doctors think Harry is stable again now, after his | breakdown. | Roberta put fresh straw down in the stable, ready to bring the | horse in for the night. | The horse that won this race is out of the same stable as last | year's winner. | The riders stabled their horses.",네이버발음,291
3494,B2,stall,pronunciation: | IPA/stɔl/ | USA,"[동(자)](car, engine: stop) (차, 엔진)멎다, 꺼지다, 멈추다 | [동(타)]stall [sth] (car, engine: cause to stop) (차, 엔진)~을 멎 | 게 하다, 꺼지게 하다, 멈추게 하다 | [동(타)]stall [sth/sb] (block, impede)~을 막다 | [동(자)](be evasive, delay [sth])~을 미루다, ~을 지연하다 | [명]figurative (viewpoint)입장; 관점","stalled. | The learner driver in front of us stalled his car twice as he | tried to pull away from the junction. | The minister was accused of trying to stall the peace talks. | James says he can't send the report now because his | internet's down, but I think he's stalling because he hasn't | finished it yet. | Daphne didn't agree at all with Evelyn's stance on the issue.",네이버발음,292
3495,B2,stance,pronunciation: | IPA/stæns/ | USA,"[명](posture, bearing)자세 | [동(자)](gaze fixedly)응시하다, 주시하다, 빤히 쳐다보다 | [동(자)]stare at [sb/sth] (gaze fixedly at)~을 뚫어져라 쳐다보","Rick was waiting at the corner, his stance relaxed. | It's rude to stare. | Agnes stared at the phone, willing it to ring.",네이버발음,292
3496,B2,stare,pronunciation: | IPA/stɛr/ | USA,"다 | [명](fixed gaze)응시, 주시 | [동(자)](have no food)굶주리다",The little boy's stare was starting to make Brian | uncomfortable. | The crops have failed and the people are starving.,네이버발음,292
3497,B2,starve,pronunciation: | IPA/stɑrv/ | USA | pronunciation:,"[동(타)]starve [sb/sth] (deny food to)~을 굶기다 | [명](condition)상태, 상황 | The agent described the status of the house as ""in need of",The man was convicted of animal cruelty after he starved his | dog for weeks.,네이버발음,292
3498,B2,status,"IPA/ˈsteɪtəs, ˈst | ætəs/ | USA",[부](continuously)꾸준히,"modernisation"". | The opposition have steadily gained in the opinion polls and | there is a good chance they may win the next election.",네이버발음,292
3499,B2,steadily,pronunciation: | IPA/ˈstɛdəli/ | USA,"[부](in a controlled way)안정적으로 | [형](physically) (물리적으로)튼튼한 | [형](no change)변함없는, 그대로인","The spectators gaped as the acrobat walked steadily across | the tightrope. | Tom checked the chair was steady, before standing on it. | Petrol prices remained steady this month.",네이버발음,292
